pedido_id,fecha_pedido,mes_num,dia_semana_num,hora_decimal,es_fin_semana,tipo_pedido,cantidad_items,zona_entrega,carga_trabajo,tiempo_prometido_min,tiempo_total_min,entrega_tarde
528d16f4-b86e-4984-9f2b-168cbdd1c6a3,2023-10-28,10,6,16.25,1,Domicilio,4,TODOS POR HIDALGO,0,50,51.0,1
2fd24e86-20e6-407c-9536-e8c736cb4d18,2023-10-28,10,6,17.58,1,Mostrador,1,LOCAL,0,30,28.0,0
7000deb5-8428-4b86-88ce-d9ec47cd8a47,2023-10-29,10,7,18.75,1,Recoger,5,LOCAL,0,30,54.0,1
4cbaa2d3-d350-4010-8ecd-2bcd5b51ec3c,2023-10-29,10,7,20.75,1,Recoger en tienda,2,LOCAL,0,30,34.0,1
e45264d0-50d5-4523-bd4d-7d9bcb0c8f69,2023-10-30,10,1,20.08,0,Recoger en tienda,3,LOCAL,0,30,33.0,1
35dc6b68-44d1-4858-8f90-cdb04e5d678b,2023-10-31,10,2,20.0,0,Recoger,2,LOCAL,0,30,34.0,1
62f13a8e-61cf-4d11-84ac-bbe0f70c5f25,2023-11-02,11,4,18.67,0,Recoger,3,LOCAL,0,30,36.0,1
7b180a19-0cdd-404c-93a5-85b5c152fd11,2023-11-03,11,5,18.5,0,Recoger en tienda,1,LOCAL,0,30,23.0,0
84b48ee7-2dd0-422d-be59-df375dbc8511,2023-11-04,11,6,14.83,1,Domicilio,7,LA LOMITA,0,50,62.0,1
19ad02e2-8ba3-41a8-971b-5944361890fd,2023-11-04,11,6,20.5,1,Domicilio,3,PARQUE DE POBLAMIENTO,0,50,57.0,1
8b1c37ee-d28e-4a15-8cc3-837caad42a0d,2023-11-04,11,6,23.33,1,Mostrador,6,LOCAL,0,30,51.0,1
691413b5-31c2-481f-9b9e-a17618a81740,2023-11-05,11,7,18.0,1,Recoger en tienda,2,LOCAL,0,30,32.0,1
b64ef85e-1850-4564-aa59-439fe3fd3043,2023-11-05,11,7,20.25,1,Domicilio,3,LA LOMITA,0,50,45.0,0
e0276f04-3e3d-4f64-9ca7-f336bd10eba0,2023-11-06,11,1,21.67,0,Recoger,3,LOCAL,0,30,27.0,0
c7f9843e-d552-4be3-bacc-e96d00fd00a5,2023-11-07,11,2,18.5,0,Domicilio,2,TODOS POR HIDALGO,0,50,42.0,0
7ade95fa-49c5-4fa1-9af2-cbe4ac7b015c,2023-11-08,11,3,13.33,0,Domicilio,1,AVIACION,0,50,32.0,0
30f99a76-6ee0-45f3-89b6-c6da33dcaf16,2023-11-08,11,3,20.17,0,Domicilio,1,COLALAMBRE,0,50,36.0,0
2e4bd25f-8e2f-4124-bee2-5ba09503a660,2023-11-09,11,4,19.75,0,Domicilio,3,LOS CANTORES,0,50,53.0,1
6fb44f6f-7689-441c-bb6d-84e3fa0fcc52,2023-11-09,11,4,19.92,0,Recoger en tienda,5,LOCAL,1,30,48.0,1
62720a04-9c1c-4a25-9ea0-a0dabad372dd,2023-11-09,11,4,21.0,0,Domicilio,1,PARQUE DE POBLAMIENTO,0,50,43.0,0
5cd61fd8-80b0-4685-964e-f2819d886fb0,2023-11-10,11,5,16.42,0,Recoger en tienda,4,LOCAL,0,30,27.0,0
cab17784-327d-4fb7-a4b7-ae66617b4e04,2023-11-10,11,5,21.67,0,Recoger,3,LOCAL,0,30,36.0,1
271d18e3-2336-457c-8e9a-f0805e1968f7,2023-11-11,11,6,19.58,1,Domicilio,2,CHACATITLA,0,50,50.0,0
c009057e-138e-4cc6-9221-61fe236a8c09,2023-11-11,11,6,23.17,1,Domicilio,4,COLALAMBRE,0,50,40.0,0
08536695-be84-4aa4-aedc-67bd2fa12a20,2023-11-11,11,6,23.83,1,Domicilio,1,TRES CRUCES,0,50,44.0,0
98c53704-e078-4a7f-9255-6fb67d0663ef,2023-11-12,11,7,16.42,1,Recoger en tienda,4,LOCAL,0,30,29.0,0
117e6aed-3c5d-4b89-90a5-4d00ff1cdef0,2023-11-12,11,7,19.08,1,Recoger,5,LOCAL,0,30,48.0,1
727ae2e5-2482-4974-8d0f-6d25f04a024d,2023-11-12,11,7,23.0,1,Recoger en tienda,2,LOCAL,0,30,23.0,0
ec432398-4556-47a6-8864-3c37cc90b011,2023-11-15,11,3,21.08,0,Domicilio,1,PARQUE DE POBLAMIENTO,0,50,40.0,0
6b4876d0-1c10-46cd-b61c-cccc15127508,2023-11-17,11,5,15.75,0,Recoger,1,LOCAL,0,30,15.0,0
